case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
4535,PR Application,US,Closure,107,78,Normal,Medium,5,10,1,10,90,73.0,False
4536,Tax,CA,Government Review,118,32,Normal,Low,2,10,1,6,21,54.8,True
4537,Relocation,UK,Closure,106,81,Normal,Medium,5,23,1,4,35,66.0,True
4538,Payroll,AU,Documentation,116,113,Normal,Medium,1,30,2,1,14,67.5,True
4539,Payroll,CA,Government Review,105,66,Normal,Low,6,20,0,6,14,72.0,True
4540,Work Permit,US,Submission,118,95,Normal,High,1,20,1,38,45,83.4,True
4541,Visa Renewal,CA,Decision,105,22,Normal,Low,4,9,2,29,30,60.2,True
4542,Payroll,DE,Government Review,101,40,Urgent,Low,0,28,0,44,7,77.8,True
4543,Payroll,US,Submission,105,123,Normal,Low,2,26,1,3,14,62.8,True
4544,Work Permit,CA,Closure,104,84,Normal,Medium,5,0,2,45,45,68.6,True
4545,Work Permit,US,Submission,118,37,Normal,Low,2,21,0,24,45,58.4,True
4546,Work Permit,US,Documentation,119,32,Urgent,Medium,1,16,3,42,38,67.4,True
4547,Payroll,CA,Government Review,103,90,Urgent,Medium,3,26,3,9,7,91.1,True
4548,Work Permit,US,Government Review,116,96,Normal,Medium,2,7,1,17,45,72.0,True
4549,Relocation,DE,Submission,110,100,Normal,Medium,6,25,5,43,35,103.1,True
4550,Tax,UK,Submission,103,128,Normal,Low,1,15,0,38,21,54.3,True
4551,Work Permit,CA,Closure,112,115,Normal,Medium,3,24,1,42,45,87.1,True
4552,PR Application,CA,Government Review,119,112,Normal,Low,0,5,1,14,90,71.6,False
4553,Visa Renewal,CA,Intake,116,64,Normal,Medium,6,13,1,36,30,54.6,True
4554,Tax,US,Documentation,108,81,Urgent,Medium,0,24,3,45,14,86.1,True
4555,Visa Renewal,AU,Closure,103,49,Normal,High,1,1,1,33,30,52.5,True
4556,Tax,AU,Government Review,113,94,Normal,Low,6,8,0,20,21,67.4,True
4557,PR Application,US,Closure,118,33,Normal,Medium,1,3,0,34,90,55.5,False
4558,Visa Renewal,US,Documentation,102,72,Normal,Low,0,30,2,3,30,61.8,True
4559,Work Permit,US,Government Review,113,29,Normal,Low,1,18,1,20,45,70.7,True
4560,Relocation,UK,Government Review,107,91,Normal,Low,6,16,1,3,35,72.2,True
4561,Visa Renewal,UK,Documentation,100,50,Urgent,Low,4,0,2,6,23,48.4,True
4562,Tax,DE,Government Review,109,25,Normal,Medium,2,23,1,29,21,86.3,True
4563,Tax,DE,Government Review,117,102,Urgent,Medium,4,1,0,39,14,65.6,True
4564,Relocation,CA,Submission,115,38,Normal,Low,3,16,0,43,35,56.6,True
4565,PR Application,UK,Decision,107,31,Normal,Medium,1,1,1,31,90,64.0,False
4566,PR Application,UK,Decision,100,83,Normal,Low,1,2,1,39,90,73.1,False
4567,Tax,CA,Decision,111,122,Normal,Medium,6,3,0,21,21,57.8,True
4568,Relocation,CA,Decision,107,101,Normal,High,3,12,1,44,35,82.2,True
4569,Visa Renewal,UK,Submission,115,74,Normal,Medium,6,26,0,1,30,73.3,True
4570,Visa Renewal,UK,Submission,117,86,Normal,Low,2,24,0,33,30,70.4,True
4571,Relocation,UK,Decision,103,28,Urgent,Medium,0,22,0,10,28,62.5,True
4572,Relocation,UK,Submission,105,25,Normal,Low,4,11,2,26,35,60.7,True
4573,Relocation,UK,Documentation,111,20,Normal,Medium,2,20,0,3,35,55.6,True
4574,Work Permit,UK,Government Review,108,61,Normal,Medium,0,4,1,14,45,60.4,True
4575,Tax,CA,Intake,114,123,Normal,Medium,0,13,0,8,21,29.0,True
4576,Work Permit,UK,Government Review,115,112,Normal,Low,1,5,4,32,45,87.3,True
4577,Work Permit,CA,Documentation,111,74,Urgent,Medium,3,0,1,41,38,59.0,True
4578,Relocation,US,Documentation,113,68,Normal,Medium,5,15,2,36,35,81.8,True
4579,Visa Renewal,US,Closure,112,118,Normal,Medium,1,5,1,27,30,62.8,True
4580,PR Application,UK,Decision,101,118,Normal,Medium,6,12,0,33,90,85.9,False
4581,Visa Renewal,UK,Decision,102,49,Normal,High,5,12,0,21,30,84.1,True
4582,Relocation,AU,Government Review,109,54,Urgent,Medium,3,10,2,26,28,81.5,True
4583,Relocation,CA,Decision,108,82,Normal,Low,1,15,0,14,35,55.2,True
4584,Work Permit,CA,Decision,119,122,Normal,Medium,4,21,1,43,45,93.0,True
4585,Work Permit,US,Government Review,107,41,Urgent,Low,1,13,1,36,38,64.8,True
4586,Payroll,US,Closure,109,62,Normal,Medium,4,10,0,28,14,44.5,True
4587,Relocation,DE,Documentation,118,47,Normal,High,5,4,4,28,35,77.0,True
4588,Relocation,US,Closure,102,37,Normal,Low,2,25,1,21,35,67.1,True
4589,Work Permit,UK,Submission,104,51,Normal,Medium,2,24,1,41,45,75.1,True
4590,Relocation,UK,Government Review,102,88,Urgent,Medium,5,25,2,29,28,92.8,True
4591,Relocation,CA,Intake,115,73,Normal,Medium,5,9,3,38,35,72.4,True
4592,Relocation,AU,Government Review,116,53,Urgent,Low,1,20,1,34,28,79.2,True
4593,Tax,CA,Government Review,114,50,Normal,Low,2,24,0,1,21,62.1,True
4594,Work Permit,US,Closure,102,129,Normal,High,0,25,0,20,45,78.8,True
4595,Visa Renewal,AU,Closure,111,116,Normal,Low,4,14,1,26,30,68.1,True
4596,Tax,AU,Closure,108,23,Normal,Medium,5,6,3,27,21,64.6,True
4597,Payroll,US,Documentation,111,33,Normal,Low,6,30,0,23,14,71.2,True
4598,Work Permit,US,Closure,114,34,Urgent,Low,3,2,0,7,38,30.2,False
4599,Relocation,US,Submission,101,79,Normal,Medium,4,10,1,22,35,67.7,True
4600,Work Permit,US,Decision,117,39,Urgent,Low,1,8,1,37,38,57.6,True
4601,Work Permit,AU,Documentation,119,39,Normal,High,2,9,0,35,45,63.6,True
4602,Visa Renewal,UK,Government Review,111,68,Normal,Medium,2,22,1,4,30,81.8,True
4603,Work Permit,CA,Closure,103,118,Normal,Medium,0,3,1,29,45,52.1,True
4604,Tax,AU,Closure,115,87,Normal,Low,2,29,1,37,21,76.7,True
4605,Relocation,CA,Government Review,115,37,Urgent,High,1,27,0,36,28,88.9,True
4606,Work Permit,CA,Decision,100,43,Normal,Low,1,24,1,3,45,65.3,True
4607,Work Permit,AU,Documentation,101,46,Urgent,Medium,3,21,2,2,38,62.8,True
4608,Tax,DE,Government Review,102,52,Urgent,Low,4,24,0,5,14,79.3,True
4609,Work Permit,DE,Government Review,119,83,Normal,Low,6,19,3,18,45,83.1,True
4610,PR Application,CA,Intake,116,44,Normal,Medium,4,25,0,34,90,75.5,False
4611,Visa Renewal,DE,Intake,119,88,Normal,Medium,4,17,1,15,30,66.4,True
4612,PR Application,US,Intake,100,37,Normal,Low,6,28,0,40,90,83.6,False
4613,Visa Renewal,UK,Government Review,119,64,Normal,Medium,3,13,0,44,30,76.7,True
4614,Work Permit,AU,Intake,105,129,Normal,Medium,3,8,5,41,45,81.0,True
4615,Visa Renewal,US,Submission,114,39,Normal,Low,3,25,1,1,30,54.1,True
4616,Work Permit,DE,Submission,113,54,Normal,Low,0,27,1,22,45,68.6,True
4617,Relocation,CA,Government Review,119,25,Normal,Low,3,29,0,25,35,78.2,True
4618,PR Application,US,Government Review,114,110,Normal,Low,2,19,3,17,90,98.3,True
4619,Visa Renewal,DE,Government Review,113,111,Normal,Low,5,15,0,33,30,80.2,True
4620,Work Permit,US,Government Review,104,94,Urgent,Low,0,26,2,17,38,79.3,True
4621,Relocation,UK,Submission,105,28,Normal,Medium,6,1,3,38,35,73.1,True
4622,PR Application,US,Submission,116,71,Normal,Low,2,22,2,5,90,64.5,False
4623,Payroll,AU,Decision,110,47,Normal,Medium,6,6,1,37,14,54.0,True
4624,PR Application,US,Documentation,115,38,Normal,High,4,4,1,43,90,74.9,False
4625,Relocation,US,Documentation,111,122,Urgent,High,1,20,2,43,28,90.3,True
4626,Relocation,US,Government Review,114,104,Normal,Medium,4,23,1,11,35,89.1,True
4627,Payroll,AU,Submission,103,82,Urgent,Low,3,21,1,12,7,46.1,True
4628,Tax,UK,Decision,117,114,Normal,Low,1,16,2,44,21,73.6,True
4629,Visa Renewal,DE,Documentation,102,125,Urgent,Medium,4,10,0,34,23,68.3,True
4630,Visa Renewal,CA,Government Review,107,26,Normal,Low,0,29,4,35,30,89.3,True
4631,Visa Renewal,CA,Intake,102,56,Urgent,Low,3,27,2,39,23,64.0,True
4632,Relocation,US,Submission,107,108,Urgent,Medium,4,3,3,16,28,77.9,True
4633,Tax,UK,Documentation,117,111,Normal,Low,1,16,2,24,21,64.6,True
4634,Relocation,US,Decision,109,55,Urgent,Medium,2,20,2,31,28,72.3,True
4635,Work Permit,AU,Closure,119,36,Normal,Medium,4,4,4,14,45,62.5,True
4636,Tax,DE,Submission,116,109,Normal,Medium,0,3,1,32,21,60.6,True
4637,Tax,CA,Decision,107,111,Normal,Medium,1,30,3,43,21,88.5,True
4638,Visa Renewal,US,Government Review,110,56,Urgent,Low,4,24,2,13,23,73.1,True
4639,PR Application,DE,Closure,104,100,Normal,Medium,2,23,1,38,90,89.2,False
4640,Relocation,US,Decision,112,79,Normal,Low,3,29,1,17,35,76.8,True
4641,Payroll,US,Intake,104,68,Normal,Medium,3,9,2,44,14,65.8,True
4642,Tax,US,Government Review,112,100,Urgent,Low,6,29,1,36,14,104.3,True
4643,Relocation,UK,Government Review,105,116,Urgent,Medium,3,2,0,42,28,76.9,True
4644,Tax,DE,Intake,104,75,Normal,High,5,20,4,18,21,81.8,True
4645,Payroll,CA,Documentation,108,53,Normal,Low,1,5,1,19,14,33.7,True
4646,Relocation,US,Closure,115,106,Normal,Low,6,20,0,7,35,58.5,True
4647,Visa Renewal,CA,Closure,101,49,Normal,Low,6,7,2,30,30,61.3,True
4648,Tax,DE,Decision,100,46,Normal,Low,6,4,1,12,21,56.1,True
4649,Visa Renewal,US,Closure,107,70,Normal,Low,5,7,1,11,30,53.8,True
4650,Visa Renewal,US,Decision,118,28,Urgent,Medium,6,9,0,29,23,66.5,True
4651,Tax,AU,Intake,110,39,Normal,Medium,2,30,2,3,21,64.2,True
4652,Tax,AU,Documentation,111,106,Normal,Medium,2,25,2,34,21,83.7,True
4653,Relocation,AU,Intake,111,66,Normal,Medium,4,29,1,34,35,75.7,True
4654,Work Permit,DE,Intake,106,38,Normal,Low,3,18,0,31,45,61.8,True
4655,Visa Renewal,US,Documentation,112,120,Normal,Low,1,20,1,22,30,61.6,True
4656,Visa Renewal,US,Government Review,107,128,Normal,Medium,5,3,2,2,30,76.1,True
4657,Work Permit,CA,Decision,108,87,Urgent,Medium,5,28,1,27,38,93.5,True
4658,Tax,CA,Decision,106,96,Normal,Low,3,26,1,36,21,87.7,True
4659,Visa Renewal,AU,Government Review,114,121,Normal,Low,5,5,0,32,30,71.4,True
4660,Relocation,DE,Closure,101,31,Urgent,Low,3,2,2,35,28,53.0,True
4661,Visa Renewal,UK,Government Review,119,92,Normal,Low,4,27,3,17,30,91.9,True
4662,Payroll,US,Decision,111,98,Urgent,Low,4,25,2,34,7,79.5,True
4663,Visa Renewal,AU,Submission,100,104,Urgent,Medium,4,3,1,26,23,58.1,True
4664,Work Permit,DE,Documentation,107,98,Urgent,Medium,0,26,1,10,38,78.5,True
4665,Work Permit,US,Closure,104,24,Normal,Low,0,3,1,39,45,34.7,False
4666,PR Application,AU,Submission,114,88,Urgent,Medium,5,4,0,9,83,64.8,False
4667,PR Application,US,Government Review,100,44,Normal,Low,1,26,3,25,90,87.7,False
4668,Relocation,US,Documentation,100,107,Normal,Medium,1,14,0,20,35,63.0,True
4669,Relocation,UK,Government Review,109,120,Normal,Medium,4,15,3,15,35,88.2,True
4670,Work Permit,UK,Closure,109,50,Normal,High,2,5,0,40,45,64.1,True
4671,Relocation,US,Intake,114,65,Normal,Low,1,17,1,27,35,51.2,True
4672,Relocation,CA,Decision,116,53,Normal,Low,5,25,2,11,35,74.6,True
4673,Work Permit,AU,Intake,105,60,Normal,Medium,6,11,3,16,45,74.4,True
4674,Work Permit,UK,Submission,102,97,Urgent,Low,0,23,0,30,38,65.2,True
4675,Work Permit,DE,Documentation,112,110,Urgent,Low,6,19,3,22,38,94.2,True
4676,Work Permit,US,Decision,115,87,Normal,Low,6,6,2,24,45,66.0,True
4677,PR Application,US,Intake,107,106,Urgent,Medium,5,22,2,24,83,89.0,True
4678,Work Permit,US,Government Review,114,57,Normal,Low,5,11,0,36,45,79.5,True
4679,Visa Renewal,US,Documentation,116,65,Urgent,High,0,13,2,18,23,65.5,True
4680,Work Permit,US,Intake,116,88,Normal,Low,3,12,1,20,45,52.7,True
4681,Payroll,US,Decision,112,46,Normal,Low,6,25,1,8,14,70.5,True
4682,Tax,UK,Documentation,116,62,Normal,Medium,4,10,3,15,21,66.8,True
4683,Visa Renewal,CA,Documentation,105,97,Normal,Low,6,10,0,13,30,54.3,True
4684,Visa Renewal,DE,Documentation,116,90,Normal,Medium,5,1,0,36,30,57.6,True
4685,Work Permit,US,Government Review,115,129,Normal,Medium,2,13,4,14,45,95.1,True
4686,Relocation,CA,Government Review,113,64,Normal,Medium,4,14,1,24,35,77.6,True
4687,Work Permit,US,Intake,112,37,Normal,Medium,6,22,1,37,45,76.2,True
4688,PR Application,CA,Documentation,105,51,Normal,Low,0,27,3,24,90,82.6,False
4689,Relocation,US,Submission,102,21,Urgent,High,2,0,3,18,28,60.6,True
4690,Payroll,AU,Documentation,113,60,Normal,Medium,1,11,1,32,14,65.5,True
4691,Work Permit,DE,Decision,113,126,Normal,Low,3,13,3,35,45,80.9,True
4692,Tax,CA,Decision,114,39,Normal,Low,5,17,1,20,21,58.7,True
4693,Tax,US,Government Review,107,112,Urgent,Low,0,20,0,42,14,83.6,True
4694,Work Permit,UK,Documentation,114,77,Normal,Low,3,23,0,32,45,72.9,True
4695,Visa Renewal,DE,Government Review,112,126,Urgent,Medium,5,27,2,37,23,107.5,True
4696,Work Permit,US,Decision,116,109,Normal,Low,6,22,2,37,45,91.2,True
4697,Visa Renewal,UK,Government Review,102,57,Normal,High,6,2,0,33,30,71.3,True
4698,Visa Renewal,DE,Decision,105,20,Normal,Low,5,28,0,1,30,65.8,True
4699,Relocation,DE,Government Review,104,88,Normal,Low,4,25,2,28,35,97.3,True
4700,Relocation,DE,Government Review,116,73,Normal,Low,2,30,0,27,35,91.0,True
4701,Payroll,AU,Documentation,101,33,Normal,Low,4,24,1,17,14,62.5,True
4702,Work Permit,AU,Government Review,114,44,Normal,Medium,3,11,0,15,45,68.5,True
4703,Payroll,CA,Documentation,104,28,Normal,Medium,6,28,2,14,14,85.2,True
4704,Visa Renewal,UK,Decision,119,113,Normal,Low,0,4,1,31,30,52.3,True
4705,Tax,DE,Decision,105,102,Normal,High,3,2,2,34,21,78.2,True
4706,Visa Renewal,UK,Decision,105,80,Normal,Medium,0,6,0,3,30,45.8,True
4707,Work Permit,AU,Submission,117,71,Normal,Medium,6,15,0,12,45,64.0,True
4708,Tax,US,Documentation,117,123,Normal,Medium,6,19,1,26,21,76.8,True
4709,Visa Renewal,CA,Intake,103,27,Urgent,Medium,3,16,1,24,23,62.3,True
4710,PR Application,US,Government Review,116,35,Normal,Medium,4,20,1,34,90,84.0,False
4711,Relocation,US,Decision,113,27,Normal,Low,6,26,1,8,35,69.7,True
4712,Relocation,US,Government Review,113,42,Urgent,Low,3,7,0,12,28,47.3,True
4713,Relocation,UK,Intake,112,92,Normal,Medium,1,14,4,9,35,71.5,True
4714,Tax,US,Closure,106,115,Normal,High,6,27,2,26,21,102.3,True
4715,Work Permit,DE,Closure,111,120,Normal,Medium,4,19,0,38,45,74.5,True
4716,PR Application,UK,Submission,114,53,Normal,High,3,14,2,43,90,108.5,True
4717,Payroll,US,Government Review,118,129,Normal,Low,3,22,2,19,14,88.5,True
4718,Work Permit,US,Decision,110,37,Normal,Medium,2,30,2,21,45,85.4,True
4719,Work Permit,UK,Government Review,114,128,Normal,Medium,6,7,3,13,45,95.3,True
4720,Tax,DE,Closure,111,63,Normal,Medium,4,24,2,35,21,77.7,True
4721,Relocation,AU,Intake,102,34,Normal,Medium,2,10,1,3,35,44.7,True
4722,Relocation,AU,Government Review,116,34,Urgent,Low,4,30,2,25,28,94.3,True
4723,Work Permit,AU,Government Review,102,112,Normal,Low,0,24,2,32,45,83.7,True
4724,Relocation,UK,Decision,118,42,Normal,High,4,20,0,21,35,73.2,True
4725,Work Permit,AU,Decision,119,106,Normal,Low,4,21,1,14,45,69.6,True
4726,Relocation,DE,Closure,103,84,Normal,Medium,3,22,0,31,35,71.5,True
4727,Tax,AU,Government Review,102,105,Normal,Low,1,9,0,8,21,56.1,True
4728,Visa Renewal,US,Decision,115,90,Normal,Low,5,17,1,7,30,63.1,True
4729,Relocation,AU,Submission,111,128,Normal,Medium,4,8,1,36,35,63.7,True
4730,Payroll,CA,Submission,107,51,Normal,Medium,2,15,1,35,14,63.1,True
4731,Tax,DE,Documentation,116,111,Normal,High,1,0,1,19,21,64.3,True
4732,Tax,US,Decision,106,51,Normal,Low,4,29,3,2,21,72.9,True
4733,Relocation,CA,Closure,110,52,Normal,Medium,1,21,1,5,35,64.4,True
4734,Tax,US,Documentation,117,62,Normal,High,0,5,1,44,21,67.7,True
4735,Work Permit,US,Intake,100,32,Normal,High,1,29,1,2,45,65.1,True
4736,Work Permit,US,Decision,102,111,Normal,High,0,22,2,18,45,81.9,True
4737,Work Permit,DE,Government Review,103,28,Normal,Medium,1,1,1,15,45,55.0,True
4738,Relocation,US,Closure,112,81,Normal,Low,1,12,2,16,35,51.2,True
4739,Tax,CA,Documentation,105,76,Normal,Low,2,21,4,12,21,57.9,True
4740,Visa Renewal,US,Intake,113,67,Normal,Medium,5,5,4,44,30,69.4,True
4741,PR Application,UK,Submission,104,62,Normal,Medium,2,8,2,36,90,74.0,False
4742,Tax,US,Intake,115,86,Urgent,Medium,3,13,1,22,14,67.7,True
4743,PR Application,US,Documentation,114,100,Normal,Low,1,23,1,28,90,82.3,False
4744,Visa Renewal,CA,Intake,114,117,Normal,Medium,0,20,1,40,30,63.6,True
4745,Relocation,UK,Documentation,103,51,Normal,Low,6,6,0,43,35,60.3,True
4746,Visa Renewal,US,Intake,107,92,Urgent,Medium,1,22,2,22,23,70.3,True
4747,Work Permit,US,Closure,115,124,Normal,Low,6,4,0,4,45,46.0,True
4748,Payroll,US,Documentation,115,79,Normal,High,4,6,1,12,14,58.5,True
4749,Work Permit,AU,Submission,103,20,Urgent,Low,0,2,0,21,38,31.3,False
4750,Work Permit,CA,Decision,112,76,Normal,Medium,4,22,1,27,45,83.8,True
4751,Tax,UK,Government Review,112,125,Normal,Low,3,12,1,23,21,65.0,True
4752,Visa Renewal,US,Government Review,101,103,Urgent,Medium,4,21,2,42,23,92.2,True
4753,PR Application,CA,Government Review,102,88,Normal,Medium,3,30,1,27,90,101.5,True
4754,Visa Renewal,US,Decision,107,123,Normal,High,3,11,1,41,30,77.5,True
4755,Visa Renewal,US,Decision,114,128,Normal,Low,3,5,1,16,30,50.5,True
4756,Visa Renewal,CA,Government Review,110,104,Urgent,Low,4,1,2,32,23,71.8,True
4757,Visa Renewal,CA,Decision,108,88,Normal,Medium,3,14,1,36,30,77.5,True
4758,Relocation,US,Government Review,106,87,Normal,Low,3,14,3,17,35,79.6,True
4759,Tax,UK,Documentation,112,80,Normal,Low,2,17,2,18,21,64.0,True
4760,Relocation,AU,Decision,101,27,Normal,Medium,6,22,3,27,35,87.0,True
4761,Payroll,CA,Government Review,107,108,Normal,Medium,5,16,1,7,14,64.8,True
4762,Work Permit,UK,Closure,106,26,Normal,Low,1,24,1,41,45,67.2,True
4763,Relocation,AU,Intake,111,56,Normal,Low,3,2,1,38,35,49.9,True
4764,PR Application,DE,Submission,118,61,Normal,Medium,0,21,1,20,90,73.5,False
4765,Payroll,CA,Closure,106,51,Urgent,Medium,0,2,3,35,7,42.5,True
4766,Work Permit,DE,Documentation,109,36,Normal,Low,2,27,2,33,45,73.2,True
4767,Relocation,US,Closure,115,47,Urgent,Low,4,8,1,26,28,52.5,True
4768,Tax,CA,Closure,102,89,Normal,Medium,4,9,1,24,21,57.8,True
4769,Visa Renewal,US,Decision,109,125,Urgent,Low,4,11,1,24,23,71.4,True
4770,Tax,US,Government Review,105,67,Urgent,Medium,3,22,0,31,14,77.0,True
4771,Work Permit,CA,Government Review,117,73,Normal,Medium,5,0,0,27,45,64.1,True
4772,Tax,US,Decision,117,61,Normal,Medium,6,3,4,9,21,67.7,True
4773,Payroll,UK,Decision,104,55,Normal,High,5,29,2,2,14,85.1,True
4774,PR Application,CA,Government Review,106,85,Urgent,Low,4,20,2,6,83,92.8,True
4775,Relocation,CA,Closure,101,50,Urgent,Low,4,22,1,31,28,72.8,True
4776,Work Permit,US,Government Review,110,84,Normal,Medium,1,22,1,25,45,78.2,True
4777,Payroll,US,Closure,112,22,Normal,Medium,5,4,1,16,14,42.9,True
4778,Relocation,UK,Intake,104,32,Normal,Low,3,27,1,45,35,80.4,True
4779,Work Permit,AU,Intake,105,50,Normal,Low,3,16,4,6,45,64.7,True
4780,Tax,US,Submission,113,48,Urgent,Low,6,20,2,23,14,71.4,True
4781,Relocation,US,Submission,111,76,Normal,Low,0,4,0,5,35,34.8,False
4782,Work Permit,AU,Decision,103,127,Urgent,Medium,0,3,2,17,38,63.4,True
4783,Work Permit,US,Documentation,105,52,Urgent,Medium,1,28,3,9,38,81.0,True
4784,Work Permit,AU,Closure,109,72,Urgent,Low,2,21,2,26,38,69.2,True
4785,Relocation,CA,Documentation,117,29,Normal,Low,3,14,0,13,35,49.6,True
4786,PR Application,CA,Submission,114,121,Normal,Low,6,23,0,7,90,86.5,False
4787,Relocation,CA,Documentation,107,82,Normal,Low,0,9,1,40,35,54.3,True
4788,Tax,US,Government Review,108,92,Normal,Low,4,4,2,18,21,64.4,True
4789,Tax,CA,Intake,104,84,Normal,Low,3,13,1,37,21,64.1,True
4790,PR Application,AU,Intake,109,127,Normal,Low,3,23,1,45,90,90.4,True
4791,Work Permit,UK,Government Review,119,120,Urgent,Medium,3,30,4,24,38,110.9,True
4792,Tax,UK,Documentation,105,115,Normal,Medium,5,27,2,32,21,96.5,True
4793,Relocation,DE,Documentation,115,116,Normal,Low,0,20,3,7,35,69.7,True
4794,Relocation,US,Decision,102,21,Normal,High,1,12,0,20,35,58.3,True
4795,PR Application,UK,Intake,109,129,Normal,Medium,0,18,0,45,90,80.7,False
4796,Visa Renewal,CA,Submission,110,21,Normal,High,4,7,1,34,30,61.2,True
4797,Payroll,DE,Intake,110,88,Normal,High,4,11,4,19,14,86.1,True
4798,Work Permit,CA,Documentation,116,93,Urgent,Medium,2,19,2,14,38,73.8,True
4799,PR Application,UK,Government Review,103,121,Urgent,Medium,0,29,1,32,83,100.4,True
4800,Work Permit,AU,Intake,103,56,Normal,Low,0,18,2,9,45,50.5,True
4801,Payroll,CA,Decision,116,21,Normal,Medium,2,18,0,36,14,65.5,True
4802,Work Permit,US,Closure,108,124,Normal,Medium,2,5,2,26,45,56.0,True
4803,Work Permit,CA,Intake,118,80,Normal,Medium,3,7,1,20,45,67.7,True
4804,Visa Renewal,CA,Closure,104,125,Normal,Medium,3,9,3,29,30,61.3,True
4805,Visa Renewal,UK,Documentation,105,59,Normal,Low,4,20,3,16,30,77.3,True
4806,Work Permit,AU,Intake,102,82,Normal,Medium,6,16,3,31,45,80.9,True
4807,PR Application,CA,Intake,100,44,Normal,Low,6,0,2,24,90,55.8,False
4808,Relocation,CA,Submission,119,57,Normal,Medium,6,18,0,30,35,75.1,True
4809,Work Permit,UK,Government Review,115,56,Normal,High,6,11,1,8,45,82.2,True
4810,Visa Renewal,US,Documentation,110,101,Urgent,Medium,1,27,5,26,23,100.7,True
4811,Tax,US,Decision,112,46,Normal,Medium,4,21,1,15,21,63.7,True
4812,Tax,AU,Government Review,109,103,Urgent,Low,5,1,3,10,14,69.3,True
4813,Tax,UK,Submission,102,69,Normal,High,0,16,2,36,21,73.6,True
4814,Tax,US,Government Review,108,53,Normal,Low,6,30,3,39,21,104.1,True
4815,Visa Renewal,US,Closure,111,63,Normal,High,1,6,1,24,30,58.2,True
4816,Work Permit,UK,Intake,113,91,Normal,Low,3,13,2,8,45,47.9,True
4817,Visa Renewal,DE,Documentation,100,23,Urgent,Low,2,13,1,1,23,47.6,True
4818,Tax,DE,Submission,117,113,Normal,Medium,2,11,2,10,21,67.4,True
4819,Payroll,US,Submission,116,71,Normal,Medium,6,15,1,23,14,70.3,True
4820,Relocation,AU,Government Review,108,74,Normal,Low,4,17,1,38,35,81.2,True
4821,Work Permit,UK,Documentation,108,119,Normal,Medium,6,7,2,10,45,65.1,True
4822,Work Permit,UK,Government Review,109,92,Normal,Medium,0,1,2,33,45,71.4,True
4823,Visa Renewal,UK,Government Review,118,124,Normal,Low,0,10,1,31,30,76.4,True
4824,Relocation,US,Government Review,114,31,Normal,Medium,2,0,2,38,35,70.2,True
4825,Work Permit,AU,Intake,104,33,Normal,Low,4,9,1,13,45,53.7,True
4826,Payroll,US,Submission,114,54,Urgent,Medium,5,17,1,35,7,75.2,True
4827,Visa Renewal,US,Submission,119,25,Normal,Low,4,15,1,44,30,62.1,True
4828,Payroll,DE,Submission,101,66,Urgent,Medium,3,1,1,32,7,52.6,True
4829,Tax,UK,Closure,112,42,Normal,Low,6,22,2,22,21,74.3,True
4830,Tax,DE,Submission,115,87,Normal,Low,3,16,0,7,21,44.4,True
4831,PR Application,CA,Intake,114,84,Normal,Medium,3,15,0,6,90,67.0,False
